,Unnamed: 0,attraction_id,country,province,city,lien_detail,image,category,nbre_review,address,name,rating,price,lat,lng
51,51,51,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d1597190-Reviews-Ellis_Island_Immigration_Museum-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/84/a5/a4/ellis-island-immigration.jpg?w=500&h=400&s=1,52. Ellis Island Immigration Museum,3171,"{'lat': 40.70780182, 'lng': -74.01190186}",Speciality Museums,4.5,44.0,40.70780182,-74.01190186
52,52,52,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d11744535-Reviews-One_World_Trade_Center-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/1f/75/21/view.jpg?w=500&h=-1&s=1,53. One World Trade Center,1020,"{'lat': 40.70780182, 'lng': -74.01190186}",Points of Interest & Landmarks • Architectural Buildings,4.5,35.99,40.70780182,-74.01190186
53,53,53,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d105054-Reviews-Trinity_Church-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/dc/3c/3a/inside-trinity-church.jpg?w=500&h=400&s=1,54. Trinity Church,1533,"{'lat': 40.71304703, 'lng': -74.00723267}",Architectural Buildings • Religious Sites,4.5,99.0,40.71304703,-74.00723267
54,54,54,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d607078-Reviews-Lower_Manhattan-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/d5/1b/77/lower-manhattan-ny.jpg?w=500&h=-1&s=1,55. Lower Manhattan,1207,"{'lat': 40.70780182, 'lng': -74.01190186}",Neighborhoods,4.5,59.88,40.70780182,-74.01190186
55,55,55,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d565031-Reviews-Roosevelt_Island-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/e9/d5/a1/photo2jpg.jpg?w=500&h=-1&s=1,56. Roosevelt Island,907,"{'lat': 40.60598948, 'lng': -74.09115614}",Islands,4.5,112.0,40.60598948,-74.09115614
56,56,56,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d447348-Reviews-Jazz_at_Lincoln_Center-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/5b/04/d0/nice-sized-theatre.jpg?w=500&h=400&s=1,57. Jazz at Lincoln Center,920,"{'lat': 40.71304703, 'lng': -74.00723267}",Theaters • Civic Centres,4.5,192.9,40.71304703,-74.00723267
57,57,57,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d505289-Reviews-Gershwin_Theater-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/f1/5f/23/gershwin.jpg?w=500&h=400&s=1,58. Gershwin Theater,590,"{'lat': 40.71593032, 'lng': -74.03631576}",Theaters,4.5,124.0,40.71593032,-74.03631576
58,58,58,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d136291-Reviews-Union_Square-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/e5/da/02/photo5jpg.jpg?w=500&h=400&s=1,59. Union Square,1475,"{'lat': 40.73652267, 'lng': -73.99076843}",Neighborhoods • Points of Interest & Landmarks,4.0,78.0,40.73652267,-73.99076843
59,59,59,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d207715-Reviews-Brookfield_Place-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/c4/ca/3d/the-winter-garden-at.jpg?w=500&h=400&s=1,60. Brookfield Place,584,"{'lat': 40.71304703, 'lng': -74.00723267}",Shopping Malls,4.5,289.0,40.71304703,-74.00723267
60,60,60,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d559085-Reviews-St_Patrick_s_Old_Cathedral-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/0d/8c/74/fb-img-1468770618747.jpg?w=500&h=-1&s=1,61. St. Patrick's Old Cathedral,473,"{'lat': 40.71304703, 'lng': -74.00723267}",Architectural Buildings • Religious Sites,4.5,79.0,40.71304703,-74.00723267
61,61,61,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d11727122-Reviews-World_Trade_Center_Station_PATH-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4a/95/dd/the-interior-of-the-structure.jpg?w=500&h=400&s=1,62. World Trade Center Station (PATH),1291,"{'lat': 40.70780182, 'lng': -74.01190186}",Architectural Buildings,4.5,213.34,40.70780182,-74.01190186
62,62,62,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d143368-Reviews-Upper_West_Side-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/9c/33/b7/upper-west-side.jpg?w=500&h=-1&s=1,63. Upper West Side,885,"{'lat': 40.78846359, 'lng': -73.98106384}",Neighborhoods • Points of Interest & Landmarks,4.5,106.0,40.78846359,-73.98106384
63,63,63,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d532143-Reviews-Bethesda_Fountain-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/10/be/c3/great-weekend-walk.jpg?w=500&h=-1&s=1,64. Bethesda Fountain,770,"{'lat': 40.78384018, 'lng': -73.96555328}",Fountains,4.5,50.0,40.78384018,-73.96555328
64,64,64,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d548694-Reviews-New_Amsterdam_Theater-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/07/2b/3c/photo1jpg.jpg?w=500&h=-1&s=1,65. New Amsterdam Theater,654,"{'lat': 40.714553, 'lng': -74.03454702}",Theaters,4.5,108.0,40.714553,-74.03454702
65,65,65,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d143388-Reviews-Harlem-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/a8/db/35/harlem.jpg?w=500&h=-1&s=1,66. Harlem,1192,"{'lat': 40.80881119, 'lng': -73.94776917}",Neighborhoods,4.0,25.0,40.80881119,-73.94776917
66,66,66,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d136066-Reviews-Manhattan_Bridge-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/fd/98/d7/manhattan-bridge.jpg?w=500&h=400&s=1,67. Manhattan Bridge,1250,"{'lat': 40.71304703, 'lng': -74.00723267}",Bridges,4.5,68.0,40.71304703,-74.00723267
67,67,67,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d136143-Reviews-New_York_Historical_Society_Museum_Library-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/bc/9d/55/new-york-historical-society.jpg?w=500&h=-1&s=1,68. New-York Historical Society Museum & Library,854,"{'lat': 40.71304703, 'lng': -74.00723267}",Speciality Museums • Art Museums,4.5,149.0,40.71304703,-74.00723267
68,68,68,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d136029-Reviews-Cathedral_Church_of_Saint_John_the_Divine-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/ee/fa/22/western-facade-of-the.jpg?w=500&h=400&s=1,69. Cathedral Church of Saint John the Divine,1549,"{'lat': 40.71304703, 'lng': -74.00723267}",Religious Sites,4.5,289.0,40.71304703,-74.00723267
69,69,69,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d532132-Reviews-Strawberry_Fields_John_Lennon_Memorial-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/ea/3e/56/strawberry-fields-john.jpg?w=500&h=400&s=1,"70. Strawberry Fields, John Lennon Memorial",1855,"{'lat': 40.78384018, 'lng': -73.96555328}",Parks • Monuments & Statues,4.0,99.0,40.78384018,-73.96555328
70,70,70,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d258699-Reviews-Neue_Galerie-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ba/26/a4/neue-galerie.jpg?w=500&h=-1&s=1,71. Neue Galerie,1618,"{'lat': 40.71304703, 'lng': -74.00723267}",Art Museums,4.5,40.0,40.71304703,-74.00723267
71,71,71,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d104368-Reviews-Woolworth_Building-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/02/42/48/woolworth-building.jpg?w=500&h=-1&s=1,72. Woolworth Building,1062,"{'lat': 40.71304703, 'lng': -74.00723267}",Architectural Buildings,4.5,112.0,40.71304703,-74.00723267
72,72,72,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d285699-Reviews-Merchant_s_House_Museum-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/d0/29/bb/the-back-garden.jpg?w=500&h=-1&s=1,73. Merchant's House Museum,318,"{'lat': 40.71304703, 'lng': -74.00723267}",History Museums,4.5,64.0,40.71304703,-74.00723267
73,73,73,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d4545669-Reviews-Hudson_River_Park-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/09/80/86/photo1jpg.jpg?w=500&h=400&s=1,74. Hudson River Park,548,"{'lat': 40.72782516, 'lng': -73.99477386}",Parks,4.5,59.88,40.72782516,-73.99477386
74,74,74,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d5124083-Reviews-Grand_Central_Market-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/e1/35/c7/grand-central-market.jpg?w=500&h=-1&s=1,75. Grand Central Market,784,"{'lat': 40.71304703, 'lng': -74.00723267}",Points of Interest & Landmarks • Flea & Street Markets,4.5,39.0,40.71304703,-74.00723267
75,75,75,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d146337-Reviews-St_Thomas_Church-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/bc/b9/2b/i-pannelli.jpg?w=500&h=400&s=1,76. St. Thomas Church,505,"{'lat': 40.71304703, 'lng': -74.00723267}",Religious Sites • Churches & Cathedrals,4.5,55.0,40.71304703,-74.00723267
76,76,76,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d501513-Reviews-Madison_Square_Park-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e2/be/da/photo3jpg.jpg?w=500&h=-1&s=1,77. Madison Square Park,739,"{'lat': 40.71304703, 'lng': -74.00723267}",Points of Interest & Landmarks,4.5,99.0,40.71304703,-74.00723267
77,77,77,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d555968-Reviews-Museum_of_Jewish_Heritage-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/46/bb/47/11-memorial.jpg?w=500&h=-1&s=1,78. Museum of Jewish Heritage,512,"{'lat': 40.70780182, 'lng': -74.01190186}",Speciality Museums • History Museums,4.5,79.0,40.70780182,-74.01190186
78,78,78,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d208852-Reviews-Saks_Fifth_Avenue-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/9f/cc/cc/saks.jpg?w=500&h=400&s=1,79. Saks Fifth Avenue,736,"{'lat': 40.71304703, 'lng': -74.00723267}",Department Stores,4.0,125.0,40.71304703,-74.00723267
79,79,79,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d272517-Reviews-Conservatory_Garden-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/7d/a4/f9/20190504-104721-largejpg.jpg?w=500&h=400&s=1,80. Conservatory Garden,391,"{'lat': 40.80881119, 'lng': -73.94776917}",Gardens,4.5,49.95,40.80881119,-73.94776917
80,80,80,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d143375-Reviews-Columbia_University-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/0d/cd/7e/bellissima-e-prestigiosa.jpg?w=500&h=400&s=1,81. Columbia University,586,"{'lat': 40.81225967, 'lng': -73.9621048}",Educational sites,4.5,289.0,40.81225967,-73.9621048
81,81,81,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d8567498-Reviews-SeaGlass_Carousel-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/94/09/3d/exterior.jpg?w=500&h=-1&s=1,82. SeaGlass Carousel,2777,"{'lat': 40.71304703, 'lng': -74.00723267}",Points of Interest & Landmarks,4.0,34.99,40.71304703,-74.00723267
82,82,82,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d145990-Reviews-Chelsea-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/78/fe/8a/caption.jpg?w=500&h=400&s=1,83. Chelsea,518,"{'lat': 40.74523544, 'lng': -74.00596619}",Neighborhoods,4.5,39.0,40.74523544,-74.00596619
83,83,83,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d116394-Reviews-Meatpacking_District-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/09/b6/ce/meatpacking-district.jpg?w=500&h=400&s=1,84. Meatpacking District,694,"{'lat': 40.75611115, 'lng': -74.00055695}",Neighborhoods,4.5,47.0,40.75611115,-74.00055695
84,84,84,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d2155542-Reviews-Broadway_Theatre-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/06/30/a6/beautiful-theater.jpg?w=500&h=-1&s=1,85. Broadway Theatre,519,"{'lat': 40.75992584, 'lng': -73.98041534}",Theaters,4.5,39.0,40.75992584,-73.98041534
85,85,85,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d548703-Reviews-Rubin_Museum_of_Art-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/02/eb/81/cartoline-da-new-york.jpg?w=500&h=-1&s=1,86. Rubin Museum of Art,409,"{'lat': 40.71304703, 'lng': -74.00723267}",Art Museums,4.5,79.0,40.71304703,-74.00723267
86,86,86,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d548873-Reviews-Majestic_Theatre-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/00/df/49/photo2jpg.jpg?w=500&h=-1&s=1,87. Majestic Theatre,802,"{'lat': 40.76014112, 'lng': -73.68449667}",Theaters,4.5,85.0,40.76014112,-73.68449667
87,87,87,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d6413161-Reviews-Friends_Building-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/82/c0/96/friends-building.jpg?w=500&h=400&s=1,88. Friends Building,453,"{'lat': 40.70780182, 'lng': -74.01190186}",Points of Interest & Landmarks,4.0,61.0,40.70780182,-74.01190186
88,88,88,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d10020616-Reviews-Rockefeller_Center_Christmas_Tree-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/e9/92/42/rockefeller-center-christmas.jpg?w=500&h=-1&s=1,89. Rockefeller Center Christmas Tree,427,"{'lat': 40.75902939, 'lng': -73.97929382}",Cultural Events,4.5,693.34,40.75902939,-73.97929382
89,89,89,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d106184-Reviews-National_Museum_of_the_American_Indian-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/46/e9/3e/national-museum-of-the.jpg?w=500&h=400&s=1,90. National Museum of the American Indian,806,"{'lat': 40.70780182, 'lng': -74.01190186}",Speciality Museums,4.0,79.0,40.70780182,-74.01190186
90,90,90,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d143372-Reviews-Alice_in_Wonderland_Statue-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ef/ac/ff/alice-in-wonderland-statue.jpg?w=500&h=-1&s=1,91. Alice in Wonderland Statue,586,"{'lat': 40.78384018, 'lng': -73.96555328}",Monuments & Statues,4.5,12.31,40.78384018,-73.96555328
91,91,91,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d13187493-Reviews-SPYSCAPE-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/10/35/11/debrief.jpg?w=500&h=400&s=1,92. SPYSCAPE,456,"{'lat': 40.71304703, 'lng': -74.00723267}",Military Museums • Speciality Museums,4.5,44.0,40.71304703,-74.00723267
92,92,92,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d24190400-Reviews-Immersive_Gamebox_Lower_East_Side-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/f5/20/8a/squid-game-at-immersive.jpg?w=500&h=400&s=1,93. Immersive Gamebox - Lower East Side,303,"{'lat': 40.71304703, 'lng': -74.00723267}",Game & Entertainment Centers,5.0,36.3,40.71304703,-74.00723267
93,93,93,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d23418324-Reviews-Little_Island-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/32/59/8c/caption.jpg?w=500&h=400&s=1,94. Little Island,202,"{'lat': 40.71304703, 'lng': -74.00723267}",Parks,4.5,59.0,40.71304703,-74.00723267
94,94,94,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d3728839-Reviews-GhostBusters_Firestation-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/4b/ad/a7/ghostbusters-firestation.jpg?w=500&h=400&s=1,95. GhostBusters Firestation,437,"{'lat': 40.70780182, 'lng': -74.01190186}",Points of Interest & Landmarks,4.0,61.0,40.70780182,-74.01190186
95,95,95,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d102751-Reviews-Hayden_Planetarium-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/42/e8/78/hayden-planetarium.jpg?w=500&h=-1&s=1,96. Hayden Planetarium,421,"{'lat': 40.71304703, 'lng': -74.00723267}",Observatories & Planetariums,4.5,28.0,40.71304703,-74.00723267
96,96,96,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d136072-Reviews-Governors_Island_National_Monument-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/b8/e4/f3/20160827-115911-largejpg.jpg?w=500&h=-1&s=1,97. Governors Island National Monument,797,"{'lat': 40.690744, 'lng': -74.0213185}",Historic Sites • Points of Interest & Landmarks,4.5,229.0,40.690744,-74.0213185
97,97,97,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d548678-Reviews-Neil_Simon_Theatre-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/55/7f/80/neil-simon-theatre.jpg?w=500&h=400&s=1,98. Neil Simon Theatre,284,"{'lat': 40.75992584, 'lng': -73.98041534}",Theaters,4.5,112.0,40.75992584,-73.98041534
98,98,98,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d548354-Reviews-Al_Hirschfeld_Theatre-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/31/d1/cd/photo0jpg.jpg?w=500&h=-1&s=1,99. Al Hirschfeld Theatre,249,"{'lat': 40.71304703, 'lng': -74.00723267}",Theaters,4.5,72.0,40.71304703,-74.00723267
99,99,99,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d615518-Reviews-Park_Avenue-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/e5/ff/7f/ciao.jpg?w=500&h=-1&s=1,100. Park Avenue,442,"{'lat': 40.77041245, 'lng': -73.96220398}",Neighborhoods • Historic Walking Areas,4.5,75.0,40.77041245,-73.96220398
100,100,100,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d136033-Reviews-Upper_East_Side-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/52/75/43/2016-10-02-11-47-02-largejpg.jpg?w=500&h=400&s=1,101. Upper East Side,277,"{'lat': 40.77524948, 'lng': -73.94762421}",Neighborhoods,4.5,106.0,40.77524948,-73.94762421
101,101,101,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d789161-Reviews-The_Lion_King-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/c0/f9/e6/the-lion-king.jpg?w=500&h=-1&s=1,102. The Lion King,9270,"{'lat': 40.75992584, 'lng': -73.98041534}",Theater & Performances,5.0,150.0,40.75992584,-73.98041534
102,102,102,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d548696-Reviews-Minskoff_Theatre-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/44/14/5d/minskoff-theatre.jpg?w=500&h=-1&s=1,103. Minskoff Theatre,284,"{'lat': 40.71304703, 'lng': -74.00723267}",Theaters,4.5,150.0,40.71304703,-74.00723267
103,103,103,United States,New York (NY),New York City,https://www.tripadvisor.com/Attraction_Review-g60763-d218647-Reviews-Union_Square_Green_Market-New_York_City_New_York.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/ad/0b/0b/union-square-greenmarket.jpg?w=500&h=-1&s=1,104. Union Square Green Market,355,"{'lat': 42.16029116, 'lng': -71.04119341}",Flea & Street Markets,4.5,54.0,42.16029116,-71.04119341
